<Header>
User name: CF
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: ug/m3
C-factor: 1,00
Comment: test room aerosol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
14.08.2025 14:55:47	53,4	0,2	0,2	133,1	57,4	0,7
14.08.2025 14:55:53	15,8	0,7	0,2	505,8	53,3	1,2
14.08.2025 14:55:59	46,9	1,7	0,5	2237,5	153,7	7,8
14.08.2025 14:56:05	11,4	0,3	0,2	12,6	12,5	5,7
14.08.2025 14:56:11	0,4	0,4	0,2	0,4	0,4	0,4
14.08.2025 14:56:17	33,7	0,9	0,2	1933,8	141,2	1,0
14.08.2025 14:56:23	55,9	1,0	0,2	1959,9	166,2	8,9
14.08.2025 14:56:29	15,8	0,7	0,2	505,8	53,3	1,2
14.08.2025 14:56:35	4,0	0,4	0,2	924,2	36,5	0,4
14.08.2025 14:56:41	9,3	0,7	0,2	929,9	42,2	4,2
14.08.2025 14:56:47	32,7	0,9	0,3	1444,3	104,0	8,1
14.08.2025 14:56:53	13,7	1,5	0,4	1998,3	77,9	6,5
14.08.2025 14:56:59	1,1	0,7	0,2	1064,8	32,0	1,1
14.08.2025 14:57:05	53,5	0,3	0,2	133,2	57,5	0,8
14.08.2025 14:57:11	14,1	0,5	0,1	17,1	16,1	3,3
14.08.2025 14:57:17	9,4	0,9	0,2	10,3	10,3	5,8
14.08.2025 14:57:23	120,4	3,4	0,8	4144,1	338,0	5,9
14.08.2025 14:57:29	10,4	2,1	0,4	787,3	44,7	3,0
14.08.2025 14:57:35	28,4	0,9	0,2	665,1	66,5	6,0
14.08.2025 14:57:41	7,8	0,5	0,2	784,5	41,9	0,5
14.08.2025 14:57:47	4,8	1,1	0,3	925,0	37,3	1,1
14.08.2025 14:57:53	38,1	0,7	0,3	830,4	76,8	2,4
14.08.2025 14:57:59	12,2	1,1	0,3	13,4	13,3	6,5
14.08.2025 14:58:05	25,7	0,2	0,1	1149,0	99,0	0,3
14.08.2025 14:58:11	1,8	1,4	0,2	1,9	1,9	1,8
14.08.2025 14:58:17	30,3	0,2	0,1	1109,3	65,6	1,9
14.08.2025 14:58:23	3,6	1,1	0,2	3,9	3,9	2,9
14.08.2025 14:58:29	0,6	0,6	0,2	0,6	0,6	0,6
14.08.2025 14:58:35	0,3	0,3	0,2	0,3	0,3	0,3
14.08.2025 14:58:41	3,1	0,6	0,3	3,3	3,3	2,4
14.08.2025 14:58:47	14,7	0,1	0,1	504,7	52,2	0,2
14.08.2025 14:58:53	0,6	0,6	0,2	0,6	0,6	0,6
14.08.2025 14:58:59	45,7	0,4	0,2	1028,8	122,8	5,1
14.08.2025 14:59:05	7,8	0,5	0,2	784,6	42,0	0,6
14.08.2025 14:59:11	67,9	0,1	0,1	637,6	109,4	0,7
14.08.2025 14:59:17	13,8	0,2	0,1	16,8	15,7	3,0
14.08.2025 14:59:23	0,3	0,3	0,2	0,3	0,3	0,3
14.08.2025 14:59:29	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:59:35	0,3	0,3	0,2	0,3	0,3	0,3
14.08.2025 14:59:41	53,6	0,5	0,2	133,4	57,7	1,0
