<Header>
User name: 
Location: airlock
# of Location: 3
Model: 1.109
Serial No.: 9G070015
Firmware revision: 12.30E
Software revision: 1178 V8-26 (18--12-2023)
Unit: ug/m3
C-factor: 1,00
Comment: test room aersol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
14.08.2025 14:47:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:47:50	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:47:56	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:48:02	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:48:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:48:14	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:48:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:48:26	0,9	0,7	0,2	0,9	0,9	0,8
14.08.2025 14:48:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:48:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:48:44	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:48:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:48:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:49:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:49:08	0,8	0,7	0,2	0,8	0,8	0,7
14.08.2025 14:49:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:49:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:49:26	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:49:32	0,3	0,3	0,1	0,3	0,3	0,3
14.08.2025 14:49:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:49:44	0,1	0,1	0,1	0,1	0,1	0,1
