<Header>
User name: CF
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: ug/m3
C-factor: 1,00
Comment: test run 1. background, 2. aircleaner, 3. leakage
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
31.07.2025 16:04:33	2,7	2,3	1,5	2,7	2,7	2,4
31.07.2025 16:05:33	2,0	1,8	1,5	2,0	2,0	1,9
31.07.2025 16:06:33	2,1	1,9	1,5	2,1	2,1	2,0
31.07.2025 16:07:33	2,0	1,9	1,5	2,0	2,0	1,9
31.07.2025 16:08:33	3,0	2,2	1,5	3,0	2,9	2,3
31.07.2025 16:09:33	2,7	1,9	1,5	2,7	2,7	2,2
31.07.2025 16:10:33	2,2	1,8	1,5	2,2	2,2	2,0
31.07.2025 16:11:33	2,3	1,8	1,5	2,3	2,3	2,0
31.07.2025 16:12:33	2,0	1,8	1,5	2,0	2,0	1,9
31.07.2025 16:13:33	3,3	2,0	1,5	3,3	3,2	2,3
31.07.2025 16:14:33	2,1	1,9	1,5	2,1	2,1	2,0
31.07.2025 16:15:33	1,9	1,8	1,5	1,9	1,9	1,9
31.07.2025 16:16:33	2,4	2,1	1,5	2,4	2,4	2,2
31.07.2025 16:17:33	2,7	2,1	1,5	2,7	2,7	2,3
31.07.2025 16:18:33	2,0	1,9	1,5	2,0	2,0	1,9
31.07.2025 16:19:33	2,3	1,9	1,4	2,3	2,3	2,1
31.07.2025 16:20:33	2,3	1,9	1,5	2,3	2,3	2,0
31.07.2025 16:21:33	2,2	1,9	1,5	2,2	2,2	2,0
31.07.2025 16:22:33	2,5	2,2	1,5	2,5	2,5	2,3
31.07.2025 16:23:33	2,4	2,0	1,5	2,4	2,4	2,1
31.07.2025 16:24:33	2,0	1,9	1,5	2,0	2,0	2,0
31.07.2025 16:25:33	2,0	1,9	1,5	2,0	2,0	1,9
31.07.2025 16:26:33	2,3	2,2	1,5	2,3	2,3	2,2
31.07.2025 16:27:33	2,6	2,1	1,4	2,6	2,5	2,3
31.07.2025 16:28:33	2,0	1,9	1,5	2,0	2,0	2,0
31.07.2025 16:29:33	2,0	2,0	1,5	2,0	2,0	2,0
31.07.2025 16:30:33	2,3	2,0	1,5	2,3	2,3	2,1
31.07.2025 16:31:33	1,9	1,8	1,4	1,9	1,9	1,9
31.07.2025 16:32:33	1,9	1,8	1,5	1,9	1,9	1,9
31.07.2025 16:33:33	1,9	1,8	1,5	1,9	1,9	1,8
31.07.2025 16:34:33	1,9	1,8	1,4	1,9	1,9	1,8
31.07.2025 16:35:33	1,9	1,8	1,4	1,9	1,9	1,9
31.07.2025 16:36:33	2,0	1,9	1,5	2,0	2,0	2,0
31.07.2025 16:37:33	1,9	1,7	1,5	1,9	1,9	1,8
31.07.2025 16:38:33	2,3	1,9	1,4	2,3	2,3	2,0
31.07.2025 16:39:33	1,8	1,7	1,4	1,8	1,8	1,8
31.07.2025 16:40:33	2,0	1,9	1,5	2,0	2,0	1,9
31.07.2025 16:41:33	2,1	1,9	1,5	2,1	2,1	2,0
31.07.2025 16:42:33	2,2	1,9	1,4	2,2	2,2	2,0
