Datensatz 1:Zeit(s),Datensatz 1:Force 1(N),Datensatz 1:Respiration Rate 1(bpm),Datensatz 1:Force 2(N),Datensatz 1:Respiration Rate 2(bpm)
37.100000000000001,11.379257202148438,,5.2225570678710938,
37.200000000000003,11.335823059082031,,5.24810791015625,
37.299999999999997,11.289833068847656,,5.294097900390625,
37.399999999999999,11.254066467285156,,5.3196487426757812,
37.5,11.225959777832031,,5.35797119140625,
37.600000000000001,11.225959777832031,,5.4090728759765625,
37.700000000000003,11.294944763183594,,5.4141845703125,
37.799999999999997,11.261734008789062,,5.2966537475585938,
37.899999999999999,11.17230224609375,,5.184234619140625,
38,11.162086486816406,,5.1919021606445312,
38.100000000000001,11.131423950195312,,5.2276687622070312,
38.200000000000003,11.156974792480469,,5.2685470581054688,
38.299999999999997,11.32049560546875,,5.3426437377929688,
38.399999999999999,11.708854675292969,,5.5598220825195312,
38.5,12.268402099609375,,5.9507369995117188,
38.600000000000001,12.807502746582031,,6.4208526611328125,
38.700000000000003,13.382377624511719,,6.8373184204101562,
38.799999999999997,14.100334167480469,,7.1362533569335938,
38.899999999999999,14.657325744628906,,7.3610916137695312,
39,15.066123962402344,,7.6906890869140625,
39.100000000000001,15.595008850097656,,8.3882064819335938,
39.200000000000003,16.210762023925781,,9.5839462280273438,
39.299999999999997,16.614456176757812,,10.784797668457031,
39.399999999999999,16.680885314941406,,11.584510803222656,
39.5,16.665557861328125,,12.133834838867188,
39.600000000000001,16.611900329589844,,12.458320617675781,
39.700000000000003,16.4892578125,,12.442985534667969,
39.799999999999997,16.215873718261719,,12.031631469726562,
39.899999999999999,15.755973815917969,,11.280464172363281,
40,15.129997253417969,15.332197189331055,10.386215209960938,4.3103451728820801
40.100000000000001,14.496360778808594,,9.5481719970703125,
40.200000000000003,13.967475891113281,,8.7510147094726562,
40.299999999999997,13.505020141601562,,8.0969314575195312,
40.399999999999999,13.075782775878906,,7.6165924072265625,
40.5,12.666976928710938,,7.218017578125,
40.600000000000001,12.375709533691406,,6.913970947265625,
40.700000000000003,12.217300415039062,,6.7427825927734375,
40.799999999999997,12.112548828125,,6.5690460205078125,
40.899999999999999,11.984794616699219,,6.3569793701171875,
41,11.897926330566406,,6.2931060791015625,
41.100000000000001,11.880043029785156,,6.3365402221679688,
41.200000000000003,11.877487182617188,,6.3723068237304688,
41.299999999999997,11.877487182617188,,6.3953018188476562,
41.399999999999999,11.846824645996094,,6.3825302124023438,
41.5,11.823829650878906,,6.3544235229492188,
41.600000000000001,11.87237548828125,,6.3569793701171875,
41.700000000000003,11.903038024902344,,6.2368927001953125,
41.799999999999997,11.844268798828125,,6.0018310546875,
41.899999999999999,11.805946350097656,,5.9047470092773438,
42,11.849380493164062,,5.9788360595703125,
42.100000000000001,12.079330444335938,,6.3212127685546875,
42.200000000000003,12.552001953125,,6.9165267944335938,
42.299999999999997,13.12432861328125,,7.5910415649414062,
42.399999999999999,13.658317565917969,,8.2732315063476562,
42.5,14.253631591796875,,8.9349746704101562,
42.600000000000001,14.718643188476562,,9.425537109375,
42.700000000000003,14.810623168945312,,9.5916061401367188,
42.799999999999997,14.629219055175781,,9.4536361694335938,
42.899999999999999,14.307289123535156,,9.121490478515625,
43,14.000686645507812,,8.7331314086914062,
43.100000000000001,13.653213500976562,,8.3089981079101562,
43.200000000000003,13.272514343261719,,7.815887451171875,
43.299999999999997,12.94036865234375,,7.2282333374023438,
43.399999999999999,12.707862854003906,,6.5843734741210938,
43.5,12.493240356445312,,6.0835952758789062,
43.600000000000001,12.291397094726562,,5.8996353149414062,
43.700000000000003,12.227523803710938,,5.87408447265625,
43.799999999999997,12.189193725585938,,5.8076553344726562,
43.899999999999999,12.0001220703125,,5.65435791015625,
44,11.839157104492188,,5.5240478515625,
44.100000000000001,11.864707946777344,,5.5036087036132812,
44.200000000000003,11.851936340332031,,5.4295120239257812,
44.299999999999997,11.782951354980469,,5.3426437377929688,
44.399999999999999,11.731849670410156,,5.3196487426757812,
44.5,11.655197143554688,,5.3170928955078125,
44.600000000000001,11.619430541992188,,5.3554229736328125,
44.700000000000003,11.596435546875,,5.403961181640625,
44.799999999999997,11.575996398925781,,5.4295120239257812,
44.899999999999999,11.637313842773438,,5.4448471069335938,
45,11.680747985839844,,5.368194580078125,
45.100000000000001,11.800834655761719,,5.3937454223632812,
45.200000000000003,12.217300415039062,,5.6977920532226562,
45.299999999999997,12.838165283203125,,6.1704635620117188,
45.399999999999999,13.5101318359375,,6.7887725830078125,
45.5,14.15399169921875,,7.4735107421875,
45.600000000000001,14.721199035644531,,8.1378173828125,
45.700000000000003,15.288414001464844,,8.7586822509765625,
45.799999999999997,15.669105529785156,,9.1930313110351562,
45.899999999999999,15.663993835449219,,9.33355712890625,
46,15.326736450195312,,9.0857162475585938,
46.100000000000001,14.749305725097656,,8.4418563842773438,
46.200000000000003,14.164207458496094,,7.7392349243164062,
46.299999999999997,13.668540954589844,,7.1234817504882812,
46.399999999999999,13.382377624511719,,6.7683334350585938,
46.5,13.313392639160156,,6.7811126708984375,
46.600000000000001,13.30828857421875,,6.8449859619140625,
46.700000000000003,13.1422119140625,,6.6712417602539062,
46.799999999999997,12.945472717285156,,6.46173095703125,
46.899999999999999,12.743629455566406,,6.3493118286132812,
47,13.088554382324219,,6.857757568359375,
47.100000000000001,14.151435852050781,,7.979400634765625,
47.200000000000003,14.534683227539062,,8.5363922119140625,
47.299999999999997,14.033905029296875,,8.4163131713867188,
47.399999999999999,13.374717712402344,,8.025390625,
47.5,12.830497741699219,,7.447967529296875,
47.600000000000001,12.758956909179688,,6.9906158447265625,
47.700000000000003,13.221412658691406,,6.9650726318359375,
47.799999999999997,13.218856811523438,,6.8143234252929688,
47.899999999999999,12.546897888183594,,6.6048126220703125,
48,12.493240356445312,,6.5869293212890625,
48.100000000000001,12.7359619140625,,6.3774185180664062,
48.200000000000003,12.521347045898438,,6.4923934936523438,
48.299999999999997,12.75640869140625,,7.2972183227539062,
48.399999999999999,14.110557556152344,,8.6079330444335938,
48.5,15.214317321777344,,9.8215560913085938,
48.600000000000001,14.897499084472656,,10.664710998535156,
48.700000000000003,16.088127136230469,,11.852783203125,
48.799999999999997,16.622123718261719,,12.752143859863281,
48.899999999999999,15.388053894042969,,12.872230529785156,
49,15.732978820800781,,13.173721313476562,
49.100000000000001,16.565910339355469,,13.020416259765625,
49.200000000000003,16.154556274414062,,11.957542419433594,
49.299999999999997,14.417152404785156,,10.342781066894531,
49.399999999999999,13.906158447265625,,9.323333740234375,
49.5,13.745193481445312,,9.019287109375,
49.600000000000001,13.262298583984375,,8.3473281860351562,
49.700000000000003,13.206085205078125,,7.5348358154296875,
49.799999999999997,13.121772766113281,,6.8552017211914062,
49.899999999999999,13.45391845703125,,6.5843734741210938,
50,13.055343627929688,0,6.6610260009765625,0
50.100000000000001,13.415596008300781,,7.3840866088867188,
50.200000000000003,14.1361083984375,,8.6718063354492188,
50.299999999999997,14.215309143066406,,9.7525711059570312,
50.399999999999999,14.897499084472656,,10.792457580566406,
