Date/Time	Exhale Airflow [ml/s]	DeltaTime OPC [s]	Particle 1 [counts/l]	Particle 2 [counts/l]	Particle 3 [counts/l]	Particle 4 [counts/l]	Particle 5 [counts/l]	Particle 6 [counts/l]	Particle 7 [counts/l]	Particle 8 [counts/l]	Particle 9 [counts/l]	Particle 10 [counts/l]	Particle 11 [counts/l]	Particle 12 [counts/l]	Particle 13 [counts/l]	Particle 14 [counts/l]	Particle 15 [counts/l]	Particle 16 [counts/l]	Particle Sum [counts/l]	Accumulated mass [ng]	Accumulated volume [l]	Exhale Counter [n]	Event Counter [n]	Internal Temperature [°C]	Internal Humidity [%]	Temperature too low [n]	Temperature too high [n]	Circuit Flow [ml/s]	Temperature Impactor [°C]	Temperature Reservoir [°C]	Inhale Airflow [ml/s]	Inhale Exhale Airflow [ml/s]	Volume ml]
2026-09-03 15:29:47.99	3.928407																						0					244.609207			-0.000648	3.928407	5996.875827
2026-09-03 15:29:48.00	1.769042																						0					244.169922			-0.000648	1.769042	5996.840142
2026-09-03 15:29:48.01	1.769042																						0					243.730621			-0.000648	1.769042	5996.818852
2026-09-03 15:29:48.02	1.769042																						0					243.885086			0.012155	1.769042	5996.801162
2026-09-03 15:29:48.03	1.769042																						0					244.039551			0.012155	1.769042	5996.783472
2026-09-03 15:29:48.04	4.628490																						0					244.798447			0.012155	4.628490	5996.761015
2026-09-03 15:29:48.05	4.628490																						0					245.557343			0.012155	4.628490	5996.719496
2026-09-03 15:29:48.06	4.628490																						0					246.075333			-0.003867	4.628490	5996.673211
2026-09-03 15:29:48.07	4.628490																						0					246.593307			-0.003867	4.628490	5996.626926
2026-09-03 15:29:48.08	0.754393																						0					248.579926			-0.000077	0.754393	5996.587098
2026-09-03 15:29:48.09	0.754393																						0					248.642334			-0.012576	0.754393	5996.573098
2026-09-03 15:29:48.10	0.754393																						0					248.704742			-0.012576	0.754393	5996.565554
2026-09-03 15:29:48.11	0.853903																						0					249.008072			-0.012576	0.853903	5996.557844
2026-09-03 15:29:48.12	0.853903																						0					249.311386			-0.012576	0.853903	5996.549471
2026-09-03 15:29:48.13	0.853903																						0					249.756271			-0.025064	0.853903	5996.540932
2026-09-03 15:29:48.14	0.853903																						0					250.201157			-0.025064	0.853903	5996.532393
2026-09-03 15:29:48.15	-0.759200																						0					250.381775			-0.025064	-0.759200	5996.526542
2026-09-03 15:29:48.16	-0.759200																						0					250.562393			-0.025064	-0.759200	5996.531446
